Exclude	PersonID	Forename	Patronymic	Surname	Birth	Sex	Country	Occupation	Draft Seen	urlPersonal	urlWiki
1	Макеєва			Макеєва		F			https://www.rada.gov.ua/meeting/stenogr/show/5916.html https://www.rada.gov.ua/meeting/stenogr/show/5916.html https://www.rada.gov.ua/meeting/stenogr/show/5916.html https://www.rada.gov.ua/meeting/stenogr/show/5945.html https://www.rada.gov.ua/meeting/stenogr/show/5950.html https://www.rada.gov.ua/meeting/stenogr/show/5956.html https://www.rada.gov.ua/meeting/stenogr/show/5995.html https://www.rada.gov.ua/meeting/stenogr/show/5995.html https://www.rada.gov.ua/meeting/stenogr/show/5995.html https://www.rada.gov.ua/meeting/stenogr/show/5995.html https://www.rada.gov.ua/meeting/stenogr/show/6020.html https://www.rada.gov.ua/meeting/stenogr/show/6047.html https://www.rada.gov.ua/meeting/stenogr/show/6076.html https://www.rada.gov.ua/meeting/stenogr/show/6076.html https://www.rada.gov.ua/meeting/stenogr/show/6081.html https://www.rada.gov.ua/meeting/stenogr/show/6217.html		
1	МаксимАнатолійовичМалашкін	Максим	Анатолійович	Малашкін		M			https://www.rada.gov.ua/meeting/stenogr/show/6036.html		
1	ОлексійВолодимировичМаловацький	Олексій	Володимирович	Маловацький		M			https://www.rada.gov.ua/meeting/stenogr/show/5882.html		
1	АндрійВолодимировичМамалига	Андрій	Володимирович	Мамалига		M			https://www.rada.gov.ua/meeting/stenogr/show/6746.html https://www.rada.gov.ua/meeting/stenogr/show/6746.html		
1	ІринаЮріївнаМамонтова	Ірина	Юріївна	Мамонтова		F			https://www.rada.gov.ua/meeting/stenogr/show/5882.html		
1	ВолодимирАнатолійовичМанжосов	Володимир	Анатолійович	Манжосов		M			https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html https://www.rada.gov.ua/meeting/stenogr/show/4974.html		
1	МаркРютте	Марк		Рютте		M			https://www.rada.gov.ua/meeting/stenogr/show/7998.html		
1	МеттеФредеріксен	Метте		Фредеріксен		M			https://www.rada.gov.ua/meeting/stenogr/show/8017.html		
1	Мехед			Мехед					https://www.rada.gov.ua/meeting/stenogr/show/5681.html https://www.rada.gov.ua/meeting/stenogr/show/5690.html https://www.rada.gov.ua/meeting/stenogr/show/5691.html https://www.rada.gov.ua/meeting/stenogr/show/5762.html https://www.rada.gov.ua/meeting/stenogr/show/5762.html https://www.rada.gov.ua/meeting/stenogr/show/5779.html https://www.rada.gov.ua/meeting/stenogr/show/5779.html https://www.rada.gov.ua/meeting/stenogr/show/5808.html https://www.rada.gov.ua/meeting/stenogr/show/5811.html https://www.rada.gov.ua/meeting/stenogr/show/5811.html https://www.rada.gov.ua/meeting/stenogr/show/5866.html https://www.rada.gov.ua/meeting/stenogr/show/5906.html https://www.rada.gov.ua/meeting/stenogr/show/5980.html https://www.rada.gov.ua/meeting/stenogr/show/5980.html https://www.rada.gov.ua/meeting/stenogr/show/5980.html		
1	ІринаМикичак	Ірина		Микичак		F			https://www.rada.gov.ua/meeting/stenogr/show/7502.html https://www.rada.gov.ua/meeting/stenogr/show/7565.html		
1	ОленаАнатоліївнаМиколайчук	Олена	Анатоліївна	Миколайчук		F			https://www.rada.gov.ua/meeting/stenogr/show/5084.html		
1	НаталіяЯрославівнаМикольська	Наталія	Ярославівна	Микольська		F			https://www.rada.gov.ua/meeting/stenogr/show/6020.html https://www.rada.gov.ua/meeting/stenogr/show/6020.html https://www.rada.gov.ua/meeting/stenogr/show/6020.html https://www.rada.gov.ua/meeting/stenogr/show/6064.html https://www.rada.gov.ua/meeting/stenogr/show/6099.html https://www.rada.gov.ua/meeting/stenogr/show/6099.html https://www.rada.gov.ua/meeting/stenogr/show/6114.html https://www.rada.gov.ua/meeting/stenogr/show/6114.html https://www.rada.gov.ua/meeting/stenogr/show/6141.html https://www.rada.gov.ua/meeting/stenogr/show/6141.html https://www.rada.gov.ua/meeting/stenogr/show/6149.html https://www.rada.gov.ua/meeting/stenogr/show/6505.html https://www.rada.gov.ua/meeting/stenogr/show/6505.html https://www.rada.gov.ua/meeting/stenogr/show/6637.html https://www.rada.gov.ua/meeting/stenogr/show/6637.html https://www.rada.gov.ua/meeting/stenogr/show/6713.html		
1	РаїсаОлександрівнаМоісеєнко	Раїса	Олександрівна	Моісеєнко		F			https://www.rada.gov.ua/meeting/stenogr/show/4128.html		
1	ВолодимирМиколайовичМожаровський	Володимир	Миколайович	Можаровський		M			https://www.rada.gov.ua/meeting/stenogr/show/5018.html https://www.rada.gov.ua/meeting/stenogr/show/5027.html		
1	ІнараМурнієце	Інара		Мурнієце		F			https://www.rada.gov.ua/meeting/stenogr/show/7982.html		
1	МустафаДжемілєв	Мустафа		Джемілєв		M			https://www.rada.gov.ua/meeting/stenogr/show/6668.html		
1	МюкремінШахін	Мюкремін		Шахін		M			https://www.rada.gov.ua/meeting/stenogr/show/6668.html		
1	АнатолійІвановичМярковський	Анатолій	Іванович	Мярковський		M			https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4106.html https://www.rada.gov.ua/meeting/stenogr/show/4128.html https://www.rada.gov.ua/meeting/stenogr/show/4938.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4951.html https://www.rada.gov.ua/meeting/stenogr/show/4981.html https://www.rada.gov.ua/meeting/stenogr/show/4985.html https://www.rada.gov.ua/meeting/stenogr/show/4985.html https://www.rada.gov.ua/meeting/stenogr/show/5009.html https://www.rada.gov.ua/meeting/stenogr/show/5066.html https://www.rada.gov.ua/meeting/stenogr/show/5066.html https://www.rada.gov.ua/meeting/stenogr/show/5066.html https://www.rada.gov.ua/meeting/stenogr/show/5066.html https://www.rada.gov.ua/meeting/stenogr/show/5092.html https://www.rada.gov.ua/meeting/stenogr/show/5092.html https://www.rada.gov.ua/meeting/stenogr/show/5092.html https://www.rada.gov.ua/meeting/stenogr/show/5136.html https://www.rada.gov.ua/meeting/stenogr/show/5136.html https://www.rada.gov.ua/meeting/stenogr/show/5136.html https://www.rada.gov.ua/meeting/stenogr/show/5136.html https://www.rada.gov.ua/meeting/stenogr/show/5243.html https://www.rada.gov.ua/meeting/stenogr/show/5243.html		
1	АнатолійІвановичМярковський	Анатолій	Іванович	Мярковський		M			https://www.rada.gov.ua/meeting/stenogr/show/4938.html		
1	ВолодимирНікіфоренко	Володимир		Нікіфоренко		M			https://www.rada.gov.ua/meeting/stenogr/show/7273.html		
1	ВолодимирСтепановичНікіфоренко	Володимир	Степанович	Нікіфоренко		M			https://www.rada.gov.ua/meeting/stenogr/show/7250.html https://www.rada.gov.ua/meeting/stenogr/show/7258.html		
1	СергійАнатолійовичНіколайчук	Сергій	Анатолійович	Ніколайчук		M			https://www.rada.gov.ua/meeting/stenogr/show/7293.html		
1	НайджелБраун	Найджел		Браун		M			https://www.rada.gov.ua/meeting/stenogr/show/6436.html https://www.rada.gov.ua/meeting/stenogr/show/6436.html https://www.rada.gov.ua/meeting/stenogr/show/6436.html https://www.rada.gov.ua/meeting/stenogr/show/6436.html		
1	Негода			Негода		M			https://www.rada.gov.ua/meeting/stenogr/show/5982.html https://www.rada.gov.ua/meeting/stenogr/show/5982.html https://www.rada.gov.ua/meeting/stenogr/show/6020.html https://www.rada.gov.ua/meeting/stenogr/show/6020.html https://www.rada.gov.ua/meeting/stenogr/show/6378.html https://www.rada.gov.ua/meeting/stenogr/show/6378.html https://www.rada.gov.ua/meeting/stenogr/show/6378.html https://www.rada.gov.ua/meeting/stenogr/show/6378.html https://www.rada.gov.ua/meeting/stenogr/show/6898.html https://www.rada.gov.ua/meeting/stenogr/show/6898.html https://www.rada.gov.ua/meeting/stenogr/show/6898.html https://www.rada.gov.ua/meeting/stenogr/show/6898.html https://www.rada.gov.ua/meeting/stenogr/show/6898.html https://www.rada.gov.ua/meeting/stenogr/show/6898.html https://www.rada.gov.ua/meeting/stenogr/show/6898.html https://www.rada.gov.ua/meeting/stenogr/show/6898.html https://www.rada.gov.ua/meeting/stenogr/show/7010.html https://www.rada.gov.ua/meeting/stenogr/show/7010.html https://www.rada.gov.ua/meeting/stenogr/show/7010.html https://www.rada.gov.ua/meeting/stenogr/show/7270.html https://www.rada.gov.ua/meeting/stenogr/show/7270.html https://www.rada.gov.ua/meeting/stenogr/show/7531.html https://www.rada.gov.ua/meeting/stenogr/show/7647.html https://www.rada.gov.ua/meeting/stenogr/show/7840.html https://www.rada.gov.ua/meeting/stenogr/show/7840.html https://www.rada.gov.ua/meeting/stenogr/show/7840.html		
1	МаксимЄвгеновичНефьодов	Максим	Євгенович	Нефьодов		M			https://www.rada.gov.ua/meeting/stenogr/show/5929.html https://www.rada.gov.ua/meeting/stenogr/show/5970.html https://www.rada.gov.ua/meeting/stenogr/show/6087.html https://www.rada.gov.ua/meeting/stenogr/show/6128.html https://www.rada.gov.ua/meeting/stenogr/show/6128.html https://www.rada.gov.ua/meeting/stenogr/show/6128.html https://www.rada.gov.ua/meeting/stenogr/show/6159.html https://www.rada.gov.ua/meeting/stenogr/show/6238.html https://www.rada.gov.ua/meeting/stenogr/show/6270.html https://www.rada.gov.ua/meeting/stenogr/show/6270.html https://www.rada.gov.ua/meeting/stenogr/show/6270.html https://www.rada.gov.ua/meeting/stenogr/show/6291.html https://www.rada.gov.ua/meeting/stenogr/show/6457.html https://www.rada.gov.ua/meeting/stenogr/show/6457.html https://www.rada.gov.ua/meeting/stenogr/show/6457.html https://www.rada.gov.ua/meeting/stenogr/show/6462.html https://www.rada.gov.ua/meeting/stenogr/show/6464.html https://www.rada.gov.ua/meeting/stenogr/show/6524.html https://www.rada.gov.ua/meeting/stenogr/show/6524.html https://www.rada.gov.ua/meeting/stenogr/show/6524.html https://www.rada.gov.ua/meeting/stenogr/show/6524.html https://www.rada.gov.ua/meeting/stenogr/show/6607.html https://www.rada.gov.ua/meeting/stenogr/show/6637.html https://www.rada.gov.ua/meeting/stenogr/show/6637.html https://www.rada.gov.ua/meeting/stenogr/show/6639.html https://www.rada.gov.ua/meeting/stenogr/show/6641.html https://www.rada.gov.ua/meeting/stenogr/show/6689.html https://www.rada.gov.ua/meeting/stenogr/show/6753.html https://www.rada.gov.ua/meeting/stenogr/show/6933.html https://www.rada.gov.ua/meeting/stenogr/show/6933.html https://www.rada.gov.ua/meeting/stenogr/show/6960.html https://www.rada.gov.ua/meeting/stenogr/show/7052.html https://www.rada.gov.ua/meeting/stenogr/show/7052.html https://www.rada.gov.ua/meeting/stenogr/show/7067.html https://www.rada.gov.ua/meeting/stenogr/show/7206.html		
1	ОлексійСергійовичОрловський	Олексій	Сергійович	Орловський		M			https://www.rada.gov.ua/meeting/stenogr/show/5257.html https://www.rada.gov.ua/meeting/stenogr/show/5257.html		
1	Остріков			Остріков		M			https://www.rada.gov.ua/meeting/stenogr/show/6846.html		
1	МихайлоОхендовський	Михайло		Охендовський		M			https://www.rada.gov.ua/meeting/stenogr/show/5556.html https://www.rada.gov.ua/meeting/stenogr/show/5631.html https://www.rada.gov.ua/meeting/stenogr/show/5631.html		
1									https://www.rada.gov.ua/meeting/stenogr/show/5227.html https://www.rada.gov.ua/meeting/stenogr/show/5227.html https://www.rada.gov.ua/meeting/stenogr/show/5227.html https://www.rada.gov.ua/meeting/stenogr/show/5232.html https://www.rada.gov.ua/meeting/stenogr/show/5252.html https://www.rada.gov.ua/meeting/stenogr/show/5252.html		
1	Піщанська			Піщанська		F			https://www.rada.gov.ua/meeting/stenogr/show/7499.html		
1	СвітланаМиколаївнаПанаіотіді	Світлана	Миколаївна	Панаіотіді		M			https://www.rada.gov.ua/meeting/stenogr/show/7614.html https://www.rada.gov.ua/meeting/stenogr/show/7647.html https://www.rada.gov.ua/meeting/stenogr/show/7647.html https://www.rada.gov.ua/meeting/stenogr/show/7647.html https://www.rada.gov.ua/meeting/stenogr/show/7670.html		
1	ПаолоАллі	Паоло		Аллі		0			https://www.rada.gov.ua/meeting/stenogr/show/6554.html		
1	ДмитроМиколайовичПарфененко	Дмитро	Миколайович	Парфененко		M			https://www.rada.gov.ua/meeting/stenogr/show/5822.html https://www.rada.gov.ua/meeting/stenogr/show/5874.html https://www.rada.gov.ua/meeting/stenogr/show/6062.html https://www.rada.gov.ua/meeting/stenogr/show/6094.html		
1	Перевезенцев			Перевезенцев		M			https://www.rada.gov.ua/meeting/stenogr/show/6913.html		
1	ВолодимирГригоровичПерепелюк.1975	Володимир	Григорович	Перепелюк	1975-08-19	M	Ukraine	член Центральної виборчої комісії	https://www.rada.gov.ua/meeting/stenogr/show/7235.html	https://cvk.gov.ua/sklad_cvk/perepelyuk-volodimir-grigorovich.html	
1	АндрейПленкович	Андрей		Пленкович		M			https://www.rada.gov.ua/meeting/stenogr/show/8069.html		
1	СергійОлександровичПостівий.1987	Сергій	Олександрович	Постівий	1987-01-24	M	Ukraine	член Центральної виборчої комісії	https://www.rada.gov.ua/meeting/stenogr/show/7235.html	https://cvk.gov.ua/sklad_cvk/postiviy-sergiy-oleksandrovich.html	
1	ОлександрВіталійовичПривалов	Олександр	Віталійович	Привалов		M			https://www.rada.gov.ua/meeting/stenogr/show/6481.html https://www.rada.gov.ua/meeting/stenogr/show/6648.html https://www.rada.gov.ua/meeting/stenogr/show/6648.html		
1	Прохоренко			Прохоренко		M			https://www.rada.gov.ua/meeting/stenogr/show/5992.html https://www.rada.gov.ua/meeting/stenogr/show/5992.html https://www.rada.gov.ua/meeting/stenogr/show/5992.html https://www.rada.gov.ua/meeting/stenogr/show/5992.html https://www.rada.gov.ua/meeting/stenogr/show/5992.html https://www.rada.gov.ua/meeting/stenogr/show/5992.html		
1	Пауль-ФранцовичПшенічка	Пауль 	Францович	Пшенічка		M			https://www.rada.gov.ua/meeting/stenogr/show/6913.html https://www.rada.gov.ua/meeting/stenogr/show/6913.html		
1	РікардуБешіга	Рікарду		Бешіга		0			https://www.rada.gov.ua/meeting/stenogr/show/6963.html		
1	Радутний			Радутний		M			https://www.rada.gov.ua/meeting/stenogr/show/5255.html https://www.rada.gov.ua/meeting/stenogr/show/5641.html https://www.rada.gov.ua/meeting/stenogr/show/5840.html		
1	ЮріРатас	Юрі		Ратас		M			https://www.rada.gov.ua/meeting/stenogr/show/7982.html		
1	РефатЧубаров	Рефат		Чубаров		M			https://www.rada.gov.ua/meeting/stenogr/show/6668.html		
1	РобертХантер	Роберт		Хантер		M			https://www.rada.gov.ua/meeting/stenogr/show/6554.html		
1	РобертаМецола	Роберта		Мецола		F			https://www.rada.gov.ua/meeting/stenogr/show/8038.html https://www.rada.gov.ua/meeting/stenogr/show/8088.html		
1	Рогова			Рогова		M			https://www.rada.gov.ua/meeting/stenogr/show/7834.html https://www.rada.gov.ua/meeting/stenogr/show/7934.html		
1	ОлександрВікторовичРоманішин	Олександр	Вікторович	Романішин		M			https://www.rada.gov.ua/meeting/stenogr/show/7644.html		
1	Роменський			Роменський		M			https://www.rada.gov.ua/meeting/stenogr/show/6221.html https://www.rada.gov.ua/meeting/stenogr/show/6246.html https://www.rada.gov.ua/meeting/stenogr/show/6246.html https://www.rada.gov.ua/meeting/stenogr/show/6246.html https://www.rada.gov.ua/meeting/stenogr/show/6246.html https://www.rada.gov.ua/meeting/stenogr/show/6246.html		
1	ІванСтепановичРуснак	Іван	Степанович	Руснак		M			https://www.rada.gov.ua/meeting/stenogr/show/5773.html https://www.rada.gov.ua/meeting/stenogr/show/5840.html https://www.rada.gov.ua/meeting/stenogr/show/5840.html https://www.rada.gov.ua/meeting/stenogr/show/5840.html https://www.rada.gov.ua/meeting/stenogr/show/5916.html https://www.rada.gov.ua/meeting/stenogr/show/6017.html https://www.rada.gov.ua/meeting/stenogr/show/6017.html https://www.rada.gov.ua/meeting/stenogr/show/6017.html https://www.rada.gov.ua/meeting/stenogr/show/6017.html https://www.rada.gov.ua/meeting/stenogr/show/6039.html https://www.rada.gov.ua/meeting/stenogr/show/6043.html https://www.rada.gov.ua/meeting/stenogr/show/6043.html https://www.rada.gov.ua/meeting/stenogr/show/6047.html https://www.rada.gov.ua/meeting/stenogr/show/6134.html https://www.rada.gov.ua/meeting/stenogr/show/6154.html https://www.rada.gov.ua/meeting/stenogr/show/6164.html https://www.rada.gov.ua/meeting/stenogr/show/6252.html https://www.rada.gov.ua/meeting/stenogr/show/6281.html https://www.rada.gov.ua/meeting/stenogr/show/6420.html https://www.rada.gov.ua/meeting/stenogr/show/6539.html https://www.rada.gov.ua/meeting/stenogr/show/6539.html https://www.rada.gov.ua/meeting/stenogr/show/6701.html https://www.rada.gov.ua/meeting/stenogr/show/6763.html https://www.rada.gov.ua/meeting/stenogr/show/6775.html https://www.rada.gov.ua/meeting/stenogr/show/6886.html https://www.rada.gov.ua/meeting/stenogr/show/6979.html https://www.rada.gov.ua/meeting/stenogr/show/7038.html https://www.rada.gov.ua/meeting/stenogr/show/7081.html https://www.rada.gov.ua/meeting/stenogr/show/7081.html https://www.rada.gov.ua/meeting/stenogr/show/7155.html		
1	Рутицька			Рутицька		F			https://www.rada.gov.ua/meeting/stenogr/show/5840.html		
1	Рябошапка			Рябошапка		M			https://www.rada.gov.ua/meeting/stenogr/show/7190.html https://www.rada.gov.ua/meeting/stenogr/show/7190.html https://www.rada.gov.ua/meeting/stenogr/show/7190.html https://www.rada.gov.ua/meeting/stenogr/show/7190.html https://www.rada.gov.ua/meeting/stenogr/show/7190.html https://www.rada.gov.ua/meeting/stenogr/show/7190.html https://www.rada.gov.ua/meeting/stenogr/show/7190.html https://www.rada.gov.ua/meeting/stenogr/show/7190.html https://www.rada.gov.ua/meeting/stenogr/show/7262.html https://www.rada.gov.ua/meeting/stenogr/show/7262.html https://www.rada.gov.ua/meeting/stenogr/show/7262.html https://www.rada.gov.ua/meeting/stenogr/show/7262.html https://www.rada.gov.ua/meeting/stenogr/show/7262.html https://www.rada.gov.ua/meeting/stenogr/show/7262.html https://www.rada.gov.ua/meeting/stenogr/show/7378.html https://www.rada.gov.ua/meeting/stenogr/show/7378.html https://www.rada.gov.ua/meeting/stenogr/show/7378.html https://www.rada.gov.ua/meeting/stenogr/show/7378.html https://www.rada.gov.ua/meeting/stenogr/show/7378.html https://www.rada.gov.ua/meeting/stenogr/show/7378.html https://www.rada.gov.ua/meeting/stenogr/show/7378.html https://www.rada.gov.ua/meeting/stenogr/show/7378.html https://www.rada.gov.ua/meeting/stenogr/show/7384.html		
1	МиколІвановичСірий	Микол	Іванович	Сірий		M			https://www.rada.gov.ua/meeting/stenogr/show/7561.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html https://www.rada.gov.ua/meeting/stenogr/show/8033.html		
1	ІринаДмитрівнаСадов'як	Ірина	Дмитрівна	Садов'як		F			https://www.rada.gov.ua/meeting/stenogr/show/7733.html		
1	ДавидСакварелідзе	Давид		Сакварелідзе		M			https://www.rada.gov.ua/meeting/stenogr/show/5851.html https://www.rada.gov.ua/meeting/stenogr/show/5851.html https://www.rada.gov.ua/meeting/stenogr/show/5851.html https://www.rada.gov.ua/meeting/stenogr/show/5941.html		
1	ІгорЛеоновичСамсін	Ігор	Леонович	Самсін		M			https://www.rada.gov.ua/meeting/stenogr/show/4962.html https://www.rada.gov.ua/meeting/stenogr/show/4962.html https://www.rada.gov.ua/meeting/stenogr/show/4962.html https://www.rada.gov.ua/meeting/stenogr/show/4962.html https://www.rada.gov.ua/meeting/stenogr/show/4962.html https://www.rada.gov.ua/meeting/stenogr/show/4962.html https://www.rada.gov.ua/meeting/stenogr/show/4962.html https://www.rada.gov.ua/meeting/stenogr/show/4962.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/4976.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5046.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5068.html https://www.rada.gov.ua/meeting/stenogr/show/5096.html https://www.rada.gov.ua/meeting/stenogr/show/5096.html https://www.rada.gov.ua/meeting/stenogr/show/5096.html https://www.rada.gov.ua/meeting/stenogr/show/5096.html		
1	СандерЛевін	Сандер		Левін		M			https://www.rada.gov.ua/meeting/stenogr/show/6963.html		
1	ПаулюсСаударгас	Паулюс		Саударгас		M			https://www.rada.gov.ua/meeting/stenogr/show/7954.html		
1	Свінціцька			Свінціцька		F			https://www.rada.gov.ua/meeting/stenogr/show/5060.html		
